nvisits,nhome_visits,region,year,category
4090763,303609,Черкаська,2009,в т.ч. в сільскі жителі
3824009,307330,Чернівецька,2009,в т.ч. в сільскі жителі
2548173,153405,Чернігівська,2009,в т.ч. в сільскі жителі
0,0,м.Київ,2009,в т.ч. в сільскі жителі
0,0,м.Севастополь,2009,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2020,Всього
4771413,198282,Вінницька,2020,Всього
3246344,120333,Волинська,2020,Всього
3066568,168655,Дніпропетровська,2020,Всього
2470481,79359,Донецька,2020,Всього
4076027,149967,Житомирська,2020,Всього
4420874,435265,Закарпатська,2020,Всього
3072379,145538,Запорізька,2020,Всього
4759476,343256,Івано-Франківська,2020,Всього
6072746,260633,Київська,2020,Всього
2539847,57057,Кіровоградська,2020,Всього
1941260,85579,Луганська,2020,Всього
6460243,420426,Львівська,2020,Всього
3174431,74801,Миколаївська,2020,Всього
3744135,244681,Одеська,2020,Всього
4330320,183306,Полтавська,2020,Всього
3865339,297764,Рівненська,2020,Всього
3669678,150527,Сумська,2020,Всього
4440734,353096,Тернопільська,2020,Всього
6751857,249651,Харківська,2020,Всього
2663407,92934,Херсонська,2020,Всього
4109009,152759,Хмельницька,2020,Всього
3576832,165162,Черкаська,2020,Всього
3153895,281301,Чернівецька,2020,Всього
3001191,95181,Чернігівська,2020,Всього
0,0,м.Київ,2020,Всього
0,0,м.Севастополь,2020,Всього
0,0,Автономна pеспубліка Крим,2020,в т.ч. в сільскі жителі
0,0,Вінницька,2020,в т.ч. в сільскі жителі
0,0,Волинська,2020,в т.ч. в сільскі жителі
0,0,Дніпропетровська,2020,в т.ч. в сільскі жителі
514868,32072,Донецька,2020,в т.ч. в сільскі жителі
0,0,Житомирська,2020,в т.ч. в сільскі жителі
81316,0,Закарпатська,2020,в т.ч. в сільскі жителі
84470,0,Запорізька,2020,в т.ч. в сільскі жителі
0,0,Івано-Франківська,2020,в т.ч. в сільскі жителі
2147960,92035,Київська,2020,в т.ч. в сільскі жителі
0,0,Кіровоградська,2020,в т.ч. в сільскі жителі
244972,10259,Луганська,2020,в т.ч. в сільскі жителі
0,0,Львівська,2020,в т.ч. в сільскі жителі
5935,576,Миколаївська,2020,в т.ч. в сільскі жителі
0,0,Одеська,2020,в т.ч. в сільскі жителі
0,0,Полтавська,2020,в т.ч. в сільскі жителі
2471708,219584,Рівненська,2020,в т.ч. в сільскі жителі
0,0,Сумська,2020,в т.ч. в сільскі жителі
0,0,Тернопільська,2020,в т.ч. в сільскі жителі
0,0,Харківська,2020,в т.ч. в сільскі жителі
1573244,54652,Херсонська,2020,в т.ч. в сільскі жителі
153076,0,Хмельницька,2020,в т.ч. в сільскі жителі
2127040,118713,Черкаська,2020,в т.ч. в сільскі жителі
1399456,234351,Чернівецька,2020,в т.ч. в сільскі жителі
0,0,Чернігівська,2020,в т.ч. в сільскі жителі
0,0,м.Київ,2020,в т.ч. в сільскі жителі
0,0,м.Севастополь,2020,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2015,Всього
8998470,698617,Вінницька,2015,Всього
6121096,359216,Волинська,2015,Всього
5705358,377390,Дніпропетровська,2015,Всього
5821439,398855,Донецька,2015,Всього
7391742,387228,Житомирська,2015,Всього
8594960,902538,Закарпатська,2015,Всього
4732641,315075,Запорізька,2015,Всього
9777879,974379,Івано-Франківська,2015,Всього
10238755,621197,Київська,2015,Всього
4728680,196684,Кіровоградська,2015,Всього
2674028,156031,Луганська,2015,Всього
10012745,767598,Львівська,2015,Всього
5130309,249562,Миколаївська,2015,Всього
6896766,509884,Одеська,2015,Всього
2579562,509499,Полтавська,2015,Всього
6074039,534374,Рівненська,2015,Всього
6117199,515051,Сумська,2015,Всього
8641929,753801,Тернопільська,2015,Всього
11019297,724204,Харківська,2015,Всього
5410210,293671,Херсонська,2015,Всього
7161674,413331,Хмельницька,2015,Всього
6097934,422997,Черкаська,2015,Всього
5366275,438478,Чернівецька,2015,Всього
4787762,272068,Чернігівська,2015,Всього
0,0,м.Київ,2015,Всього
0,0,м.Севастополь,2015,Всього
0,0,Автономна pеспубліка Крим,2015,в т.ч. в сільскі жителі
5342432,381186,Вінницька,2015,в т.ч. в сільскі жителі
3590921,178942,Волинська,2015,в т.ч. в сільскі жителі
3095358,198336,Дніпропетровська,2015,в т.ч. в сільскі жителі
1231990,83917,Донецька,2015,в т.ч. в сільскі жителі
4154744,223415,Житомирська,2015,в т.ч. в сільскі жителі
5333232,560040,Закарпатська,2015,в т.ч. в сільскі жителі
2340935,154993,Запорізька,2015,в т.ч. в сільскі жителі
6182059,606551,Івано-Франківська,2015,в т.ч. в сільскі жителі
4454646,233617,Київська,2015,в т.ч. в сільскі жителі
2163806,91468,Кіровоградська,2015,в т.ч. в сільскі жителі
1020506,55515,Луганська,2015,в т.ч. в сільскі жителі
6054888,446983,Львівська,2015,в т.ч. в сільскі жителі
831688,130504,Миколаївська,2015,в т.ч. в сільскі жителі
4259846,296099,Одеська,2015,в т.ч. в сільскі жителі
1493623,283406,Полтавська,2015,в т.ч. в сільскі жителі
3888365,329855,Рівненська,2015,в т.ч. в сільскі жителі
2069834,137835,Сумська,2015,в т.ч. в сільскі жителі
5799625,482249,Тернопільська,2015,в т.ч. в сільскі жителі
3723274,247134,Харківська,2015,в т.ч. в сільскі жителі
2819754,132437,Херсонська,2015,в т.ч. в сільскі жителі
3972629,193973,Хмельницька,2015,в т.ч. в сільскі жителі
3885324,246943,Черкаська,2015,в т.ч. в сільскі жителі
3911933,344036,Чернівецька,2015,в т.ч. в сільскі жителі
2301401,132411,Чернігівська,2015,в т.ч. в сільскі жителі
0,0,м.Київ,2015,в т.ч. в сільскі жителі
0,0,м.Севастополь,2015,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2014,Всього
9483941,712690,Вінницька,2014,Всього
6060987,346346,Волинська,2014,Всього
5478688,369683,Дніпропетровська,2014,Всього
4944779,377131,Донецька,2014,Всього
7387536,394050,Житомирська,2014,Всього
8414584,947774,Закарпатська,2014,Всього
4768829,318965,Запорізька,2014,Всього
10187772,1008409,Івано-Франківська,2014,Всього
10404238,602364,Київська,2014,Всього
4391926,194645,Кіровоградська,2014,Всього
2629205,156772,Луганська,2014,Всього
10095512,778063,Львівська,2014,Всього
5172930,225439,Миколаївська,2014,Всього
7125514,512659,Одеська,2014,Всього
2433258,464129,Полтавська,2014,Всього
6280529,516471,Рівненська,2014,Всього
5879223,500948,Сумська,2014,Всього
8627297,760717,Тернопільська,2014,Всього
11114808,752427,Харківська,2014,Всього
5454302,305037,Херсонська,2014,Всього
6908500,412237,Хмельницька,2014,Всього
6131946,425440,Черкаська,2014,Всього
5406459,420578,Чернівецька,2014,Всього
4794455,271949,Чернігівська,2014,Всього
0,0,м.Київ,2014,Всього
0,0,м.Севастополь,2014,Всього
0,0,Автономна pеспубліка Крим,2014,в т.ч. в сільскі жителі
5651179,396312,Вінницька,2014,в т.ч. в сільскі жителі
3572348,168646,Волинська,2014,в т.ч. в сільскі жителі
3132964,210509,Дніпропетровська,2014,в т.ч. в сільскі жителі
1085096,86685,Донецька,2014,в т.ч. в сільскі жителі
4251628,229997,Житомирська,2014,в т.ч. в сільскі жителі
5287875,570992,Закарпатська,2014,в т.ч. в сільскі жителі
2166048,156752,Запорізька,2014,в т.ч. в сільскі жителі
6261678,616997,Івано-Франківська,2014,в т.ч. в сільскі жителі
4586901,233908,Київська,2014,в т.ч. в сільскі жителі
2226161,94509,Кіровоградська,2014,в т.ч. в сільскі жителі
1186689,68023,Луганська,2014,в т.ч. в сільскі жителі
6114806,464235,Львівська,2014,в т.ч. в сільскі жителі
876268,122500,Миколаївська,2014,в т.ч. в сільскі жителі
4393734,295067,Одеська,2014,в т.ч. в сільскі жителі
1536210,283932,Полтавська,2014,в т.ч. в сільскі жителі
4175482,325208,Рівненська,2014,в т.ч. в сільскі жителі
2062864,142260,Сумська,2014,в т.ч. в сільскі жителі
5340331,485651,Тернопільська,2014,в т.ч. в сільскі жителі
3781952,247845,Харківська,2014,в т.ч. в сільскі жителі
3084752,138878,Херсонська,2014,в т.ч. в сільскі жителі
3920900,191624,Хмельницька,2014,в т.ч. в сільскі жителі
3799111,255988,Черкаська,2014,в т.ч. в сільскі жителі
4359959,328657,Чернівецька,2014,в т.ч. в сільскі жителі
2375838,141157,Чернігівська,2014,в т.ч. в сільскі жителі
0,0,м.Київ,2014,в т.ч. в сільскі жителі
0,0,м.Севастополь,2014,в т.ч. в сільскі жителі
5950761,443822,Автономна pеспубліка Крим,2012,Всього
9610367,778704,Вінницька,2012,Всього
6033398,357067,Волинська,2012,Всього
5814040,370087,Дніпропетровська,2012,Всього
8698963,593631,Донецька,2012,Всього
7759388,492844,Житомирська,2012,Всього
8193678,952833,Закарпатська,2012,Всього
4866549,336220,Запорізька,2012,Всього
9317733,973955,Івано-Франківська,2012,Всього
10817924,647193,Київська,2012,Всього
4447224,264277,Кіровоградська,2012,Всього
4515753,287952,Луганська,2012,Всього
10025509,824810,Львівська,2012,Всього
5730184,306760,Миколаївська,2012,Всього
7396657,519437,Одеська,2012,Всього
7465236,558420,Полтавська,2012,Всього
6387419,503232,Рівненська,2012,Всього
6105209,511310,Сумська,2012,Всього
8742859,779840,Тернопільська,2012,Всього
11612105,800862,Харківська,2012,Всього
4708455,274882,Херсонська,2012,Всього
7076420,445965,Хмельницька,2012,Всього
6449587,457295,Черкаська,2012,Всього
5244670,412155,Чернівецька,2012,Всього
4917954,292471,Чернігівська,2012,Всього
0,0,м.Київ,2012,Всього
0,0,м.Севастополь,2012,Всього
3719706,290964,Автономна pеспубліка Крим,2012,в т.ч. в сільскі жителі
2598211,393496,Вінницька,2012,в т.ч. в сільскі жителі
3546739,158718,Волинська,2012,в т.ч. в сільскі жителі
3290602,199837,Дніпропетровська,2012,в т.ч. в сільскі жителі
2316169,170830,Донецька,2012,в т.ч. в сільскі жителі
4351409,252952,Житомирська,2012,в т.ч. в сільскі жителі
5065873,592087,Закарпатська,2012,в т.ч. в сільскі жителі
2211673,169202,Запорізька,2012,в т.ч. в сільскі жителі
5699649,560110,Івано-Франківська,2012,в т.ч. в сільскі жителі
4626464,252459,Київська,2012,в т.ч. в сільскі жителі
2171414,102971,Кіровоградська,2012,в т.ч. в сільскі жителі
1662549,99606,Луганська,2012,в т.ч. в сільскі жителі
6049586,486965,Львівська,2012,в т.ч. в сільскі жителі
747988,33833,Миколаївська,2012,в т.ч. в сільскі жителі
4094138,273982,Одеська,2012,в т.ч. в сільскі жителі
4001482,297230,Полтавська,2012,в т.ч. в сільскі жителі
4355055,306870,Рівненська,2012,в т.ч. в сільскі жителі
667819,105064,Сумська,2012,в т.ч. в сільскі жителі
5952922,505985,Тернопільська,2012,в т.ч. в сільскі жителі
1255696,194080,Харківська,2012,в т.ч. в сільскі жителі
951776,125516,Херсонська,2012,в т.ч. в сільскі жителі
3986906,220905,Хмельницька,2012,в т.ч. в сільскі жителі
3918285,280989,Черкаська,2012,в т.ч. в сільскі жителі
3936435,300740,Чернівецька,2012,в т.ч. в сільскі жителі
2437220,145696,Чернігівська,2012,в т.ч. в сільскі жителі
0,0,м.Київ,2012,в т.ч. в сільскі жителі
0,0,м.Севастополь,2012,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2023,Всього
5018674,134118,Вінницька,2023,Всього
3445442,80644,Волинська,2023,Всього
2853513,135345,Дніпропетровська,2023,Всього
1089946,17417,Донецька,2023,Всього
2367263,64773,Житомирська,2023,Всього
4109684,238178,Закарпатська,2023,Всього
202088,6443,Запорізька,2023,Всього
5422599,227752,Івано-Франківська,2023,Всього
7730570,110526,Київська,2023,Всього
2440615,32839,Кіровоградська,2023,Всього
119664,329,Луганська,2023,Всього
11421063,327626,Львівська,2023,Всього
1845864,28632,Миколаївська,2023,Всього
3619001,130533,Одеська,2023,Всього
4456519,109827,Полтавська,2023,Всього
4444939,165049,Рівненська,2023,Всього
3237396,108017,Сумська,2023,Всього
3952473,204312,Тернопільська,2023,Всього
4245006,72418,Харківська,2023,Всього
929039,14417,Херсонська,2023,Всього
4346730,104904,Хмельницька,2023,Всього
3302238,91738,Черкаська,2023,Всього
2946159,183807,Чернівецька,2023,Всього
2681116,65279,Чернігівська,2023,Всього
0,0,м.Київ,2023,Всього
0,0,м.Севастополь,2023,Всього
0,0,Автономна pеспубліка Крим,2023,в т.ч. в сільскі жителі
268750,20360,Вінницька,2023,в т.ч. в сільскі жителі
81025,0,Волинська,2023,в т.ч. в сільскі жителі
0,0,Дніпропетровська,2023,в т.ч. в сільскі жителі
168694,5056,Донецька,2023,в т.ч. в сільскі жителі
0,0,Житомирська,2023,в т.ч. в сільскі жителі
53408,0,Закарпатська,2023,в т.ч. в сільскі жителі
2433,0,Запорізька,2023,в т.ч. в сільскі жителі
0,0,Івано-Франківська,2023,в т.ч. в сільскі жителі
2252151,52281,Київська,2023,в т.ч. в сільскі жителі
0,0,Кіровоградська,2023,в т.ч. в сільскі жителі
0,0,Луганська,2023,в т.ч. в сільскі жителі
0,0,Львівська,2023,в т.ч. в сільскі жителі
15647,607,Миколаївська,2023,в т.ч. в сільскі жителі
1541734,62123,Одеська,2023,в т.ч. в сільскі жителі
0,0,Полтавська,2023,в т.ч. в сільскі жителі
2319896,129762,Рівненська,2023,в т.ч. в сільскі жителі
0,0,Сумська,2023,в т.ч. в сільскі жителі
0,0,Тернопільська,2023,в т.ч. в сільскі жителі
0,0,Харківська,2023,в т.ч. в сільскі жителі
106551,7923,Херсонська,2023,в т.ч. в сільскі жителі
135612,0,Хмельницька,2023,в т.ч. в сільскі жителі
1845565,59177,Черкаська,2023,в т.ч. в сільскі жителі
1052584,158351,Чернівецька,2023,в т.ч. в сільскі жителі
0,0,Чернігівська,2023,в т.ч. в сільскі жителі
0,0,м.Київ,2023,в т.ч. в сільскі жителі
0,0,м.Севастополь,2023,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2016,Всього
8764719,667333,Вінницька,2016,Всього
5987687,373383,Волинська,2016,Всього
5781731,365216,Дніпропетровська,2016,Всього
5343222,384680,Донецька,2016,Всього
7152725,373712,Житомирська,2016,Всього
8398224,911765,Закарпатська,2016,Всього
4555027,310815,Запорізька,2016,Всього
9889969,994264,Івано-Франківська,2016,Всього
10312991,635432,Київська,2016,Всього
4486562,192313,Кіровоградська,2016,Всього
2713534,173399,Луганська,2016,Всього
9977920,753643,Львівська,2016,Всього
4785512,228632,Миколаївська,2016,Всього
6424415,475194,Одеська,2016,Всього
2572486,505877,Полтавська,2016,Всього
6394710,532695,Рівненська,2016,Всього
5993652,516983,Сумська,2016,Всього
8082225,754035,Тернопільська,2016,Всього
11290555,743086,Харківська,2016,Всього
5465925,311485,Херсонська,2016,Всього
6970114,406189,Хмельницька,2016,Всього
6050892,411542,Черкаська,2016,Всього
5333379,453239,Чернівецька,2016,Всього
4693492,265360,Чернігівська,2016,Всього
0,0,м.Київ,2016,Всього
0,0,м.Севастополь,2016,Всього
0,0,Автономна pеспубліка Крим,2016,в т.ч. в сільскі жителі
5117088,364453,Вінницька,2016,в т.ч. в сільскі жителі
3503361,174857,Волинська,2016,в т.ч. в сільскі жителі
3082107,208554,Дніпропетровська,2016,в т.ч. в сільскі жителі
1325889,94834,Донецька,2016,в т.ч. в сільскі жителі
4042630,206144,Житомирська,2016,в т.ч. в сільскі жителі
5212528,565716,Закарпатська,2016,в т.ч. в сільскі жителі
1842299,299853,Запорізька,2016,в т.ч. в сільскі жителі
6208787,611730,Івано-Франківська,2016,в т.ч. в сільскі жителі
4383736,233415,Київська,2016,в т.ч. в сільскі жителі
2078509,96075,Кіровоградська,2016,в т.ч. в сільскі жителі
1127842,65025,Луганська,2016,в т.ч. в сільскі жителі
5979988,446075,Львівська,2016,в т.ч. в сільскі жителі
845478,125923,Миколаївська,2016,в т.ч. в сільскі жителі
4114147,290984,Одеська,2016,в т.ч. в сільскі жителі
1518072,286272,Полтавська,2016,в т.ч. в сільскі жителі
4097373,332042,Рівненська,2016,в т.ч. в сільскі жителі
2038559,149138,Сумська,2016,в т.ч. в сільскі жителі
5040395,474532,Тернопільська,2016,в т.ч. в сільскі жителі
3698459,664548,Харківська,2016,в т.ч. в сільскі жителі
2719394,145790,Херсонська,2016,в т.ч. в сільскі жителі
3847812,187504,Хмельницька,2016,в т.ч. в сільскі жителі
3773208,256866,Черкаська,2016,в т.ч. в сільскі жителі
3959183,359068,Чернівецька,2016,в т.ч. в сільскі жителі
2309255,132317,Чернігівська,2016,в т.ч. в сільскі жителі
0,0,м.Київ,2016,в т.ч. в сільскі жителі
0,0,м.Севастополь,2016,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2022,Всього
5048808,140189,Вінницька,2022,Всього
3240332,67474,Волинська,2022,Всього
2760988,87182,Дніпропетровська,2022,Всього
969278,18661,Донецька,2022,Всього
2421213,77635,Житомирська,2022,Всього
4146705,307805,Закарпатська,2022,Всього
207734,7944,Запорізька,2022,Всього
4768715,234401,Івано-Франківська,2022,Всього
4980859,100556,Київська,2022,Всього
2513410,36963,Кіровоградська,2022,Всього
302049,12708,Луганська,2022,Всього
11718913,437586,Львівська,2022,Всього
1686638,93560,Миколаївська,2022,Всього
1925294,154957,Одеська,2022,Всього
4268970,108714,Полтавська,2022,Всього
3652252,186779,Рівненська,2022,Всього
2909095,90507,Сумська,2022,Всього
4287489,226296,Тернопільська,2022,Всього
3687640,70187,Харківська,2022,Всього
1733296,29093,Херсонська,2022,Всього
4255552,113616,Хмельницька,2022,Всього
3301092,88096,Черкаська,2022,Всього
3022194,204981,Чернівецька,2022,Всього
2322142,58182,Чернігівська,2022,Всього
0,0,м.Київ,2022,Всього
0,0,м.Севастополь,2022,Всього
0,0,Автономна pеспубліка Крим,2022,в т.ч. в сільскі жителі
0,0,Вінницька,2022,в т.ч. в сільскі жителі
0,0,Волинська,2022,в т.ч. в сільскі жителі
0,0,Дніпропетровська,2022,в т.ч. в сільскі жителі
195704,5656,Донецька,2022,в т.ч. в сільскі жителі
0,0,Житомирська,2022,в т.ч. в сільскі жителі
62821,0,Закарпатська,2022,в т.ч. в сільскі жителі
2449,0,Запорізька,2022,в т.ч. в сільскі жителі
0,0,Івано-Франківська,2022,в т.ч. в сільскі жителі
1692760,50080,Київська,2022,в т.ч. в сільскі жителі
0,0,Кіровоградська,2022,в т.ч. в сільскі жителі
0,0,Луганська,2022,в т.ч. в сільскі жителі
0,0,Львівська,2022,в т.ч. в сільскі жителі
86592,1541,Миколаївська,2022,в т.ч. в сільскі жителі
987359,100663,Одеська,2022,в т.ч. в сільскі жителі
0,0,Полтавська,2022,в т.ч. в сільскі жителі
2146535,115972,Рівненська,2022,в т.ч. в сільскі жителі
0,0,Сумська,2022,в т.ч. в сільскі жителі
0,0,Тернопільська,2022,в т.ч. в сільскі жителі
0,0,Харківська,2022,в т.ч. в сільскі жителі
151598,18195,Херсонська,2022,в т.ч. в сільскі жителі
128377,0,Хмельницька,2022,в т.ч. в сільскі жителі
1889202,66239,Черкаська,2022,в т.ч. в сільскі жителі
1148578,181564,Чернівецька,2022,в т.ч. в сільскі жителі
0,0,Чернігівська,2022,в т.ч. в сільскі жителі
0,0,м.Київ,2022,в т.ч. в сільскі жителі
0,0,м.Севастополь,2022,в т.ч. в сільскі жителі
0,0,Автономна pеспубліка Крим,2018,Всього
8021350,508940,Вінницька,2018,Всього
5323803,305157,Волинська,2018,Всього
5166917,316756,Дніпропетровська,2018,Всього
4234217,239474,Донецька,2018,Всього
6750783,315127,Житомирська,2018,Всього
7848586,729273,Закарпатська,2018,Всього
4367951,270480,Запорізька,2018,Всього
8776840,834382,Івано-Франківська,2018,Всього
9632381,483490,Київська,2018,Всього
4268377,170566,Кіровоградська,2018,Всього
2777981,173497,Луганська,2018,Всього
9231964,686210,Львівська,2018,Всього
3467023,144483,Миколаївська,2018,Всього
6186336,404917,Одеська,2018,Всього
7304042,434641,Полтавська,2018,Всього
6142193,472135,Рівненська,2018,Всього
5401620,354457,Сумська,2018,Всього
7662402,700889,Тернопільська,2018,Всього
10626582,638413,Харківська,2018,Всього
5216969,269599,Херсонська,2018,Всього
6566357,311554,Хмельницька,2018,Всього
5824294,344701,Черкаська,2018,Всього
4951723,405646,Чернівецька,2018,Всього
4337687,218517,Чернігівська,2018,Всього
0,0,м.Київ,2018,Всього
0,0,м.Севастополь,2018,Всього
0,0,Автономна pеспубліка Крим,2018,в т.ч. в сільскі жителі
0,0,Вінницька,2018,в т.ч. в сільскі жителі
188727,0,Волинська,2018,в т.ч. в сільскі жителі
2988894,181439,Дніпропетровська,2018,в т.ч. в сільскі жителі
1027297,70681,Донецька,2018,в т.ч. в сільскі жителі
0,0,Житомирська,2018,в т.ч. в сільскі жителі
577649,0,Закарпатська,2018,в т.ч. в сільскі жителі
174080,0,Запорізька,2018,в т.ч. в сільскі жителі
0,0,Івано-Франківська,2018,в т.ч. в сільскі жителі
4247310,215642,Київська,2018,в т.ч. в сільскі жителі
0,0,Кіровоградська,2018,в т.ч. в сільскі жителі
780145,31239,Луганська,2018,в т.ч. в сільскі жителі
778269,0,Львівська,2018,в т.ч. в сільскі жителі
0,0,Миколаївська,2018,в т.ч. в сільскі жителі
1392091,95079,Одеська,2018,в т.ч. в сільскі жителі
0,0,Полтавська,2018,в т.ч. в сільскі жителі
3491198,255377,Рівненська,2018,в т.ч. в сільскі жителі
0,0,Сумська,2018,в т.ч. в сільскі жителі
0,0,Тернопільська,2018,в т.ч. в сільскі жителі
2555181,181085,Харківська,2018,в т.ч. в сільскі жителі
2427380,118353,Херсонська,2018,в т.ч. в сільскі жителі
317129,0,Хмельницька,2018,в т.ч. в сільскі жителі
3740312,230561,Черкаська,2018,в т.ч. в сільскі жителі
906980,93639,Чернівецька,2018,в т.ч. в сільскі жителі
0,0,Чернігівська,2018,в т.ч. в сільскі жителі
0,0,м.Київ,2018,в т.ч. в сільскі жителі
0,0,м.Севастополь,2018,в т.ч. в сільскі жителі
